text,sentiment
"Stavba vozu predurcuje samozrejme i usporadani interieru, ktery z utilitarnich hran cerpa maximum. Cestujici na prednich sedadlech budou prostorem opravdu hyckani, aniz by tim byla omezena osadka druhe rady. Zamerne pouzivam oznaceni druha rada, nebot Disovery poskytuje za priplatek i treti radu sedadel, ktera se umi prakticky uschovat do podlahy nakladoveho prostoru. A zde se dostavame k dalsi devize tohoto obra. Nakladu odvezete skutecne nevidane a rodinna dovolena bude pro Discovery doslova malickost. Prostor muze samozrejme opticky klamat, proto mi nezbylo nez si prakticnost vyzkouset na vlastni kuzi. Tentokrat jsem zvolil cestu k velkoprodejci nabytku a na nakupu jsem nijak neseril. Vysledek byl skutecne prekvapujici, protoze pote, co jsem po souboji s dvoudilnymi dvermi uhledne poskladal do pravouhleho prostoru veskery nabytek pro kuchynsky kout, stale jsem se mohl vydat na zminovanou rodinnou dovolenou.",0
"Cestovani vsak nezprijemnuje pouze stedry prostor. Interier se od prvni generace zmenil doslova k nepoznani. Kvalitni materialy v kombinaci s bezchybnym zpracovanim jsou jednoznacne cesta spravnym smerem. Ackoli zustava Discovery v podvedomi spise jako potomek delnicke tridy, po usednuti dovnitr opravdu ztratite posledni z techto predsudku a budete se citit spise jako britsky lord. Obaval jsem se, aby luxusni interier nevznikl na ukor ergonomie a i v tomto ohledu me Discovery ujistilo, ze Land Rover nedela nic jen napul. Na stredovem panelu ani volantu vas neprekvapi zaplava tlacitek, ktera by znesnadnovala praci s elektronickymi systemy. Zkratka je vse tam, kde ma byt a ovladani je zcela intuitivni. Jen multimedialni-navigacni system skryty za dotykovym displayem by si zaslouzil rychlejsi reakce. Ovsem jeho kvalitni graficke zpracovani je sto splnit veskera ocekavani i ve vozech vyssich trid.",0
"Jako vuz o tridu vyssi se Discovery dokaze chovat i na silnici, kde nelze nez pochvalit sladeni vykonneho vznetoveho sestivalce disponujiciho sekvencnim preplnovanim s hladce radici osmistupnovou automatickou prevodovkou. Diky teto kombinaci nebudete pres vsechny dynamicke handicapy teto kategorie vozu rozhodne brzdou provozu. Ba naopak, rychlost je zde natolik relativni, ze jsem mel problemy udrzet se v ramci rychlostnich limitu i pri klidne jizde. S realitou me vsak rychle seznamily brzdy, ktere pres veskery svuj vykon najdou svuj limit po nekolikatem dalnicnim zpomaleni.",0
"Neni se vsak ceho obavat, protoze tuto vlastnost odhalila az soustavna jizda blizici se maximalni rychlosti vozidla 180km/h a pokud vezmete v uvahu hmotnost vozidla, ktera bohate presahuje hranici dvou tun, jedna se ve vysledku o dalsi pochvalu. At pri vysokych rychlostech nebo krizovani mestem vas nebude obtezovat prehnane citlive rizeni, protoze Discovery po svem ryze off-roadove sourozenci zdedil vuli okolo stredove polohy. Jednoduse zvolite smer a ani sebevetsi vymol jej nedokaze zmenit, coz je zaroven i zasluha propracovaneho vzduchoveho odpruzeni, ktere ridici skutecne neda znat skutecny charakter silnic a vetsinu z nich promeni v mekounky koberec.",0
"Vsechny tyto vlastnosti, ktere dokazaly zmenit silnicni jizdu v hladky let nepripravi neradostne prekvapeni ani mimo asfalt. Vzduchovy podvozek dokaze nejen odfiltrovat nerovnosti silnic, ale stejne dovednosti predvede na pozadani na polni ceste, louce a vlastne kdekoli, kam vas dobrodruzstvi zanese a pokud vam nebude stacit svetla vyska, neni nic snazsiho nez si podvozek trochu ,,prifouknout, s cimz ovsem prijde ruku v ruce i tuzsi charakteristika a prave zde se zaciname blizit k Defenderu.",0
"Na rozdil od nej se Discovery vydava zdolat terenni nastrahy cestou chytre elektroniky, tedy proslulym systemem Terrain Response, ktery nabizi rezim ovlivnujici celkove chovani vozu pro kazdy predstavitelny povrch, at jiz jde o kluzke zimni cesty nebo pisecne duny, Discovery je vzdy pripraven. Sebelepsi elektronika by vsak nebyla k nicemu bez poctiveho mechanickeho zakladu, kterym je staly pohon 4x4 s mezinapravovym diferencialem vybavenym uzaverkou (na prani i zadni) ve spojeni s redukcni prevodovkou. Zmena terennich rezimu, svetle vysky nebo prevodu probiha naprosto hladce po stisku prislusneho tlacitka a v teto nezdolne kombinaci vam predvede skutecne nevidane veci. Prave tady jsou si Defender a Discovery velmi blizci, pres veskere rozdily v charakteru. Oba vas dostanou az na kraj sveta a kazdy pritom pujde svou vlastni cestou.",0
"Kamenem urazu Land Roveru z teto doby je poruchova elektronika. Podivejte se ale preventivne do historie auta a pokud v posledni dvou trech letech menilo casto majitele, pravdepodobne se jedna o problemovy kus. Vedle palubni elektroniky, bez ktere se da jeste obcas zit, zlobi elektronicka parkovaci brzda (obcas se prepina do nouzoveho rezimu), senzory v automaticke prevodovce, senzor otevrene kapoty a take system vzduchoveho podvozku. Bud selze kompresor, coz se da jeste vyresit, nebo nektery z mechu, coz uz se pochopitelne resi hure. Vetsinou se problem odhali, pokud auto odstavite na nekolik dni a ono samo klesne k zemi. Konstrukce podvozku je sice robustni a snese i velmi tezky teren, nicmene na rozbitych silnicich se pomerne rychle vytvori v ulozeni ramen vule a pak slysite neprijemne klepani.",0
"Motor TDV6 je znam svymi problemy s rozvody, olejovym cerpadlem, EGR ventilem a vstrikovanim. Nicmene napriklad olejove cerpadlo neni u motoru zrovna stastne resene a je nespolehlive. Navic originalni kladky a napinaky rozvodu nejsou moc trvanlive, takze hledejte nejaky kvalitni druhovyrobni dil primo na Land Rover od specialisty. Vadny EGR ventil a vstrikovani zase poznate predevsim podle zhorsene dynamiky, vyssi kourivosti a citelneho narustu spotreby paliva. Na provozu Land Roveru Discovery se usetrit neda, ale pokud investujete, nemusi se nic zasadniho rozbit.",0
"Buldozery, bagry, nakladaky, traktory, jesterky, boty nebo telefony. Zajimave portfolio, ze ano? A presne tyto a jeste vice produktu nabizi firma Caterpillar. Zde jsme vsak pro recenzi smartphonu. Konkretne modelu CAT S62 Pro. Tedy kousek, ktery ma skloubit moderni funkce smartphonu a odolnost tlacitkovych telefonu. Stane se tedy tato novinka od americke spolecnosti idealnim spolecnikem do narocnych prostredi?",0
"Telefonu se zvysenou odolnosti je na trhu opravdu mnoho. Hodne vlajkovych telefonu nabizi napriklad odolnost vuci vode ci prachu. Pri osklivem padu vsak mnohdy tyto smartphony opravdu utrpi. Pokud tedy chcete, aby pri padu telefonu utrpela spise zem ci podlaha nez vas mobil, tak se musite porozhlednout po opravdu odolnem, outdoorovem kousku.",0
"Par spolecnosti takove telefony produkuje, treba i Samsung a jejich model Galaxy Xcover Pro (recenze). Take mnoho cinskych spolecnosti jako je Doogee ma ve svem portfoliu super odolne telefony. Opravdovym prebornikem v teto kategorii je vsak americky Caterpillar. Ten ma jiz roky zkusenosti, ktere nyni prokazuje u nejnovejsiho modelu S62 Pro. A i presto, ze ma telefon nekolik triku v rukavu, bude stacit na osloveni zakaznika? To se dozvite v dnesni recenzi!",0
"Masivni, presto krasny",0
I pres robustni konstrukci se telefon dobre drzi v jedne ruce,0
Hlinikova konstrukce s gumovymi zady zarucuje potrebnou odolnost,0
"Aby bylo zprvu jasne, tak Caterpillar (dale jen CAT, pozn. redaktora) se u modelu S62 Pro rozhodne nesnazilo o nablyskany luxusne zpracovany kousek. CAT chtelo, jako jiz mnohokrat, vyrobit telefon, ktery zkratka vydrzi temer vse, co si dokazete predstavit. Rozhodli se tedy pro materialy, ktere dokazi potrebnou odolnost zarucit. Mame zde hlinikovy ram, gumovo-plastova zada a na displeji odolne sklo Corning Gorilla Glass 6.",0
"Pri uchopeni smartphonu CAT S62 vas mozna prekvapi jeho hmotnost. Telefon je opravdu tezky, ma 248 g. Pri zamysleni vsak kazdemu dojde, ze pokud chcete odolny telefon, tak to jinak nejde. I presto, jak je telefon tezky, se ale dobre drzi v ruce a ona hmotnost je pomerne sikovne rozlozena.",0
"Zamerime-li se na zada, tak jsou dosti zajimava. Spodni cast zad je pogumovana. V idealnim pripade by to zarucilo to, ze telefon nebude pri polozeni na stul klouzat. Jenze problemem je modul fotoaparatu. Zhruba o dva milimetry vystupuje a gumova plocha tak uplne neplni svuj ucel. Zbytek zad je matny, taktez lehce pogumovany plast. Dale zada obsahuji ctecku otisku prstu. Je spolehliva, rychla a funguje, i kdyz mate mokre prsty. V pravem hornim rohu pak mame jiz jen velke, vyrazne logo spolecnosti.",0
"Zada tedy mozna nejsou zrovna pohledna, ale o to tu samozrejme nejde. Designove povedeny je ale hlinikovy ram telefonu, ktery skryva dost prvku. Zacneme spodni hranou, kde je krom konektoru USB-C pro dobijeni take reproduktor. Je sice pouze jeden, jeho kvalita je ovsem nadstandardni. Zvuk nepreslechnete ani na stavbe. Pri maximalni hlasitosti navic prilis nestrada ani kvalita.",0
"Prava strana nasledne skryva ovladaci tlacitka, ktera jsou lehce zapustena do onoho ramu. Presne na dosah palce jsou klavesy pro ovladani hlasitosti. Nad nimi je pomerne netradicne umisteno zamykaci tlacitko. To je povrchove upraveno a zarucene jej poznate jen po hmatu.",0
"Na opacne strane je pod krytkou ukryt suplik pro SIM kartu a pametovou kartu. Zhruba uprostred ramu mame take programovatelne tlacitko, na ktere muzete namapovat ruzne funkce. O tom ale az pozdeji. Horni hrana je domovem mikrofonu. Jack pro pripojeni sluchatek u telefonu Cat S62 Pro tedy nenajdeme.",0
"Na predni strane je pochopitelne pritomen displej. O jeho kvalitach se sice doctete az pozdeji, jiz ted ale prozradim, ze je ukryt v obrovskych rameccich. Na prvni pohled tak predni strana vypada jako u telefonu z roku 2015. Ucel ale sveti prostredky a tak je displej o neco odolnejsi vuci padum. Z vyroby je navic na displeji nalepeno ochranne sklo.",0
"Tresnickou na dortu je pak plastovy ramecek na obvodu telefonu. Onen ramecek totiz lehce vystupuje nad displej (i v pripade pritomnosti ochranneho skla). Pokud tedy Cat S62 Pro polozite na stul displejem dolu, nemuze se stat, ze byste panel poskrabali.",0
"Telefon disponuje temito certifikacemi odolnosti: IP68 - prachu a vode vzdornost, MIL-STD 810G - odolnost vuci vysokym i nizkym teplotam, vibracim, solne mlze, detonacim, balistickemu soku, kontaminaci tekutin, slunecnimu zareni, atd...",0
Test sluchatek Realme Buds Air Neo: Proste malo muziky za malo penez,0
"Cinska spolecnost Realme, ktera nejen na nas trh pred nekolika mesici sebevedome vtrhla s velmi zajimavymi telefony s jeste zajimavejsimi cenami, predstavila pri cervnovem uvedeni nove nositelne elektroniky take sva prvni opravdu bezdratova aneb TWS sluchatka. Ta samozrejme hned zaujala, protoze vypadaji jako Air Pody od Apple a stoji ani ne tisic korun. Rozhodli jsme se sluchatka s temito vlastnostmi vyzkouset, abychom zjistili, co ve skutecnosti (ne)umi. Zjednodusene receno u nich plati prima umera, ze levnejsi produkt je horsi. Podrobnosti o Realme Buds Air Neo najdete v recenzi...",0
"Krabicka sluchatek ma tradicni Realme barvu, tedy zlutou. V baleni se nachazi jako hlavni prvek samozrejme pouzdro se sluchatky. Pod nim je na dne ukryty take kraticky napajeci kabel. Jeho delka a take pritomnost microUSB konektoru davaji hned tusit, ze nepujde o premiove zarizeni. Nabijeci pouzdro se po designove strance moc nepovedlo. Sluchatka v nem sedi hezky a svou ulohu dobijeci stanice take plni, ale to uzavirani je za trest.",0
"Pant jako by v Realme snad vyrobili naopak, takze vicko pri otevirani klade odpor, ale zavira se skoro samo. Pri parovani ci vyhledavani, kdy je potreba mit pouzdro otevrene, je tedy nutne jej spravne drzet prsty, aby se nezaklaplo. Pouzdro se da rovne postavit, ale potrebujete opravdu rovny povrch kvuli uzke zakladove plosce. Sebemensi zhoupnuti znamena uzavreni a ukonceni spojeni. Na horizontalni polozeni rovnou zapomente. Pro nekoho je to mozna maly detail, me to ale pravidelne stvalo. I pri foceni produktu do recenze. Treba Huawei FreeBuds ani s o hodne vetsim vickem tento problem nemaji.",0
"S bezdratovymi sluchatky od Huawei tady vlastne budu Realme Buds Air Neo porovnavat casteji. Treba tvarove jsou temer totozna. Vcetne absence spuntu, coz je pro me osobne minus. Cinsti vyrobci evidentne nutne potrebovali kopirovat Apple, takze jsme ted z jejich strany jeste nekde na konci vlny TWS bez spuntu. V Huawei je nicmene uz zavedli a cekavam, ze u Realme to nastane taky. Buds Air Neo maji o malinko mensi hmotnost nez FreeBuds, ale dani za trochu lepsi komfort byla vydrz. Tu rozebiram pozdeji v samostatne sekci.",0
Realme Buds Air Neo maji prumerny zvuk,0
"Nadpis tohoto odstavce vlastne rika vse, co je potreba. Za cenu pod tisic korun nemuzete u sluchatek, jejichz hlavni technickou prednosti je bezdratova konektivita, ocekavat zazraky. Vyhrabal jsem doma starsi kabelove spunty od Sony za stejnou cenu a hraji lepe. Tim ale nechci rict, ze by snad v Realme jejich Buds Air Neo odflakli. Vzhledem k cene sluchatek jde proste o nevyhnutelnou vec. Predpokladam, ze sluchatka od Xiaomi, kterych je v podobne cenove i parametrove kategorii hodne, na tom budou uplne stejne. Jsme znovu u toho: Malo penez = malo muziky.",0
"Abych byl konkretni, tak slabsi jsou zejmena hloubky alias basy. Vyrobce se pokusil je zachranovat pres Bass Boost+ prepinac v aplikaci, ale jestli je vam vlastni sluch a oblibeny interpret mily, nezkousejte ho. Sluchatka se snazi pretlacit zbytek frekvenci hloubkami a vysledkem je zahuhlany prednes orezavajici vysky. Fyzika menicu je v tomto pripade neoblomna. Behem testovani jsem byl take okolim upozornen, ze jde zvuk ze sluchatek hodne slyset ven.",0
"Prvni prepinac v aplikaci jsem nakousl. Na hlavni karte nastroje Realme Link se k Buds Air Neo objevuji ve stejne sekci jeste dva. Game mode udajne zkracuje delku latence, takze muzete slyset zvuk z her s uplne minimalnim zpozdenim. To je urcite chvalihodne, nicmene jsem nemel rozdily jak overit. Budeme tedy vyrobci jeho avizovanou hodnotu 119,2 milisekund verit. Dalsi prepinac je asi to nejdulezitejsi, co v aplikaci najdete. Totiz povoleni jit nad doporucenou hlasitost. Je to stejne jako u sluchatek od Huawei nebo Samsungu, tedy stejne svazujici. Kdybyste nemeli aplikaci, nemuzete pustit zvukovy vystup uplne naplno.",0
"Mile prekvapeni pro me bylo, ze Realme sluchatkum dalo hned trojitou variantu poklepani. A to na obou stranach. Bylo pritom vynechano jednoduche klepnuti, ktere muze byt v mnohych situacich zpusobeno omylem. Konkretnimu sluchatku tady muzete rici, co ma delat pri dvojitem, trojitem a take pri dlouhem dotyku. To je teoreticky sest ruznych variant prikazu. Pisu teoreticky, protoze tolik jich v nabidce neni. Realme Buds Air Neo nedisponuji potlacenim sumu nebo zesilenim okolniho zvuku, takze nic takoveho zapnout nejde. Aplikace tedy umi priradit ke gestum jen play/pauzu, skakani na dalsi/predchozi skladbu a spousteni asistenta.",0
"Krome zminenych moznosti ovladani ukazuje aplikace v horni casti take uroven nabiti baterii v jednotlivem sluchatku. To se hodi pro prubezne informativni sledovani, telefon vas pak umi i upozornit, pokud se blizite uplnemu vybiti. Indikator nabiti pouzdra tady ale chybi, coz je skoda.",0
Nabijet budete fakt casto,0
"Stejne jako u kvality zvuku se i na tomto miste zakonite dostavil dusledek nizke ceny sluchatek. A take jejich sympaticky nizke hmotnosti. Papirove maji Realme Buds Air Neo zvladnout prehravat hudbu tri hodiny. Ja jsem pri testovani dosahl presne na dve. Pochopitelne to bylo tim, ze jsem si v aplikaci povolil vyssi hlasitost a tu take naplno vyuzil, coz neni standardni nastaveni (nesmysl dnesni doby).",0
Realme Buds Air Neo baterie konektory,0
"Avizovanych 17 hodin prehravani i s vyuzitim baterie v pouzdre je tedyrealne nekde na urovni dvanacti hodin. To samozrejme staci i na solidni vylet nebo celou smenu v praci, ale pocitejte s tim, ze nabijet budete celkem casto. Coz ale zase na druhou stranu netrva tak dlouho. Sluchatka jsou z pouzdra nabita za par minutek.",0
Cena a dostupnost Realme Buds Air Neo,0
"Jak uz bylo nekolikrat zmineno, prvni TWS od Realme se vesla s cenou pod tisicovku. Konkretne je to 990 korun, coz plati jak pro vetsinu kamennych i online prodejcu, tak i pro oficialni web spolecnosti. Sluchatka jsou k dostani v barvach Pop White, Punk Green a Rock Red.",0
"Pokud nutne chcete bezdratova sluchatka ve stylu Air Podu od Apple a pritom za ne nechcete dat vic nez tisicovku, mate par variant. Krome noname pokusu z cinskych e-shopu nebo Xiaomi/Redmi konkurentu muzete sahnout prave po Realme Buds Air Neo. Pomer cena vs. vykon je turozhodne dobry a asi stejny jako treba u Huawei FreeBuds za trojnasobek nebo u Samsung Galaxy Buds za petinasobek. Coz logicky znamena, ze za super cenu dostanete slabsi produkt. V kategorii levnych TWS si tento kousek od Realme urcite poradi. A jsem zvedavy, co dalsiho v kategorii sluchatek cinska firma predvede. Treba bude priste mirit vys.",0
"Redmi Note 8T ukazuje, jak ma vypadat levny telefon [recenze]",1
"Nizsi stredni trida nemela o kvalitni telefony posledni roky nouzi. Kombinaci dostupne ceny a takrka zadnych kompromisu dovedla skoro k dokonalosti spolecnost Xiaomi, ktera pred nedavnem pro sve nejlevnejsi zarizeni osamostatnila znacku Redmi. Nova znacka ale neznamena vice kompromisu - prave naopak. Pokracuje v nastolenem trendu take Redmi Note 8T? To se dozvite v nasi recenzi.",1
Baleni je tradicni a design vas bude bavit,1
"Uvnitr baleni se krome telefonu nachazi take USB-C kabel, 18W adapter, nezbytne manualy a silikonove pouzdro. Za pritomnost adapteru pro rychle nabijeni musim pochvalit, stejne jako za silikonovy obal. U nej si jen davejte pozor - nasadit lze snadno, ale se sundanim to jde o poznani hur.",1
"Po designove strance se jedna o zajimavy telefon, a to predevsim diky atraktivnimu zpracovani zadni strany. Nutno ale dodat, ze pokud by zada nebyla takto vyrazna, nebyl by telefon nijak zajimavy. Sklo na obou stranach a kovovy ram prinasi do teto cenove kategorie standard z vyssich trid. Nami testovana varianta s modro-fialovym gradientem rozhodne vypada dobre a v okoli s ni budete budit pozornost. Barevne prechody se proste povedly.",1
"V ruce se telefon drzi obre, v mensich rukach to ale takova slast nebude. Ze zad vystupuje ctverice fotoaparatu, a to pomerne vyrazne. Ctecka na zadech naproti tomu lze nahmatat hure. Predni strane dominuje displej s pomerne tlustymi ramecky a kapkovitym vyrezem pro predni fotoaparat. Zejmena u mladsi generace bude tahle barevna varianta bodovat na cele care.",1
Vybava poctive stredni tridy je znat,1
"O prednim displeji jiz rec padla, takze nezbyva, nez doplnit nekolik technickych udaju - velikost 6,3'', technologie IPS, rozliseni 1080 x 2340 pixelu, jemnost 409 ppi a kapkovity vyrez. Pripoctete k tomu jeste dobrou citelnost na primem slunci a vyjde vam z toho skvely displej v dane cenove kategorii.",1
"Uvnitr pak najdete osmijadrovy Qualcomm Snapdragon 665, grafiku Adreno 610, 3/4/6 GB RAM a 32/64/128 GB vnitrni pameti s moznosti rozsireni o microSD karty az do kapacity 256 GB. Tato sestava ziskala v AnTuTu velmi slusnych 158 019 bodu a testovane hry Call of Duty a Need for Speed bezi velmi plynule, byt s detaily by to mohlo byt lepsi. Vzhledem k tomu, ze se bavime o telefonu s cenovkou kolem peti tisic korun, vykonu ma skutecne na rozdavani.",1
"Samozrejmosti je podpora vsech tuzemskych pasem, dvou nanoSIM karet, Wi-Fi 802.11 a/b/g/n/ac (2,4 a 5 GHz), Bluetooth 5.0, GPS, infraport, 3,5mm jack ci FM radio. Na zadech najdeme bleskurychlou a spolehlivou ctecku otisku prstu, vyuzit muzete take odemykani pomoci obliceje. Pripojeni probiha skrze USB-C, za coz chvalim. Stejne tak za pritomnost NFC, ktere byva tradicni slabinou telefonu od Xiaomi. Bohuzel nepocitejte s notifikacni LED a zvysenou odolnosti.",1
Operacni system s prijemnou nadstavbou,1
"Asi neni zadnym prekvapenim, ze na Androidu 9.0 Pie bezi take nadstavba MIUI ve verzi 10.3.5. Aktualizace na novejsi verzi 11 se telefon jiste docka, behem testovani ale nedorazila. I tak se da MIUI hodnotit veskrze pozitivne. Nadstavba od Xiaomi je patricne robustni, funkci ma na rozdavani a, ani co se tyce rychlosti, tak body neztrac",1
"Aktualizace chodi vicemene kazdy tyden, coz je na jednu stranu vyhoda, na druhou stranu zase velky nesvar. Uz davno jsou pryc doby, kdy na jednu opravenou chybu vznikly dve nove, nicmene tu a tam se stane, ze aktualizace ,,neco rozbije a neco opravi. Nutno podotknout, ze diky funkcim jako je tmavy rezim, cteci rezim, ovladani gesty nebo optimalizaci spotreby snadno neduhy odpustite.",1
Ctyri fotaky v zakladu,1
"Redmi Note 8T sazi na fotografickou vybavu, kterou chce ovladnout nizsi stredni tridu. Na zadni strane najdete rovnou ctverici senzoru v sestave hlavni 48 Mpx se svetelnosti f/1.8, sirokouhly 8 Mpx (f/2.2), makro kamera 2 Mpx (f/2.4) a hloubkovy senzor 2 Mpx (f/2.4). Vepredu najdete 13 Mpx (f/2.0), ktery taktez nedela ostudu. Sestavu doplnuje dvojty LED blesk. Z funkci nechybi elektronicka stabilizace (hlavni fotoaparat) ci HDR (i v selfie fotoaparatu).",1
"Rozkroceno ma Note 8T velmi solidne, jaka je ale praxe? Hlavni fotoaparat foti nadprumerne, za dobrych svetelnych podminek jsou fotky plne detailu, prikladne ostre a dobre prosvetlene. Jen obcas automatika trochu ujede s barvami a mirne je saturuje, nejedna se ale o zadnou tragedii.",1
"V noci jde pochopitelne kvalita dolu, specialni nocni rezim si sice poradi, pokud je svetla malo. Kdyz je ho ale na nocni scenu dostatek, ma tendenci snimek presvetlit a doplnit o notnou porci digitalniho sumu. Je to proto tak trochu sazka do loterie, nicmene casem se jiste naucite rozpoznat, na kterou scenu vytasit nocni rezim a kterou zkusit vyfotit bez nej.",1
"Makro objektiv pak v teto cenove kategorii bere dech. Svou kvalitou je na tom obdobne jako hlavni senzor, takze se muzete tesit z velmi kvalitnich, ostrych a prosvetlenych snimku. Detaily jsou jasne a nemaji tendenci se slevat do jednoho. Jen ta saturace obcas take vyleti vys, nez jak je tomu ve skutecnosti. Makro objektiv muzete vyuzit take jako teleobjektiv, kde taktez obstoji se cti. V noci uz fotky trpi na mene detailu a jsou kvalitativne horsi nez z hlavniho senzoru.",1
"Sirokouhly objektiv je nejslabsim clankem party. Dobre svetelne podminky mu svedci, stred fotografie je ostry a barvy jsou vernejsi, nez je tomu v pripade jeho kolegu. Okraje jsou nicmene casto rozmazane. Za horsich svetelnych podminek pak na ,,sirokac radeji zapomente - absence jasneho svetelneho zdroje a pritomnost nekolika mensich senzor spolehlive zmate, dostavi se znatelny digitalni sum a fotografie nevypadaji dobre.",1
"Ctvrty do party je senzor hloubky ostrosti, kteremu nelze moc vytknout. Svou praci dela dobre, fotografie rozmazava prikladne. Jen pozor na horsi svetelne podminky. Selfie fotoaparat je na tom taktez velmi dobre, ale pouze za dobrych svetelnych podminek. V seru, za tmy nebo i v mistnosti pocitejte, ze misto detailu dostanete jen nekolik fleku pospojovanych dohromady. Zkratka nic pro selfie maniaky, bezneho uzivatele nicmene uspokoji.",1
"Nataceni videa v teto sestave je rovnez velka radost. Hlavni a makro objektiv zvladaji natacet az ve 4K pri 30 fps, ostatni se musi smirit s Full HD pri 60 fps. Hlavni senzor se take muze pochlubit elektronickou stabilizaci obrazu. Jak je na tom kvalita? V ramci zvyseni jasu pocitejte obcas s prepalenou oblohou, vetsinou ale hlavni senzor dokaze adekvatne prizpusobovat okolni jas. Kvalita natoceneho videa je mirne nadprumerna, elektronicka stabilizace dela divy a hlavni fotoaparat nema tendenci neustale preostrovat.",1
"V noci klesa kvalita videi co do ostrosti a poctu detailu, nicmene diky stabilizaci jsou videa koukatelna. U makro objektivu poznate absenci stabilizace, jinak mu ale nelze nic vaznejsiho vytknout, snad jen nemoznost behem nataceni menit objektivy. Obdobne je na tom i sirokac - jednoduse receno v noci s zadnou vysokou kvalitou nepocitejte. Vytku mam take ke zvuku - ten se mi zdal az prilis tlumeny a nevyrazny.",1
Skvela vydrz i rychle nabijeni,1
"Redmi Note 8T se chlubi kapacitou baterie 4000 mAh, coz je pomerne slusna porce. V praxi mi telefon vydrzel bez problemu dva pracovni dny, ani pri narocnejsim pouzivani se mi jej nepovedlo za jeden den utahat. Prehravani Full HD videa po dobu 1,5 hodiny pri maximalnim jasu vybilo baterii jen o 18 procent.",1
"Pri nabijeni se Redmi Note 8T vysvihl - dodavany 18W adapter nabije telefon z 0 na 50 procent za krasnych 35 minut, do plna mu to potom trva neco pres hodinu a pul. Pokud hledate drzak, co vas nenecha ve stychu, Redmi Note 8T je kousek, ktery byste pri vyberu meli zvazit. Jen to bezdratove nabijeni chybi, ale vzhledem k cene mu to muzeme s klidnym svedomim odpustit.",1
Dostupny smartphone se slusnou vybavou,1
"Jsme na samem zaveru recenze, kde je potreba rozseknout, zda Redmi Note 8T stoji za to, nebo ne. Ve prospech mluvi solidni hardwarova vybava, slusna vydrz na jedno nabiti, rychle nabijeni a 18W adapter v baleni, velmi solidni fotoaparat, pritomnost modernich technologii vcetne NFC a kvalitni displej. Chvalim take ze vyrazny design, ktery me rozhodne bavil.",1
"V neprospech Redmi Note 8T hraje absence odolnosti proti vode a prachu, chybejici notifikacni LED, zadne bezdratove nabijeni a horsi kvalita pri nataceni videa. Tyto neduhy nicmene blednou pri pohledu na cenu, ktera se pohybuje okolo 4 990 korun za nami testovanou zakladni verzi se 3 GB RAM & 32GB vnitrni pameti.",1
"Jaka je konkurence? Primymi konkurenty jsou Huawei P30 Lite, Samsung Galaxy A40 nebo Redmi Note 8 Pro z vlastni staje. I pres silnou konkurenci si dokaze Redmi Note 8T vybojovat sve misto na trhu. Konkurenci totiz v mnoha ohledech prekonava a v nekterych pripadech take nastavuje latku kvality o poznani vyse.",1
"Samsung si skladacku zkusil loni, nastupce vyspel ve vsech smerech",1
"Nedostatky jsou pryc, zustava jedina. Cena",1
"Teste se na vetsi vnejsi displej, odolnejsi pant a novy rezim Flex Mode",1
"Samsung Galaxy Z Fold2 je suverenne nejdrazsi Samsung letosniho roku. Oproti lonske generaci o tisicovku podrazil, prestoze se uloziste o polovinu zmensilo. Oproti puvodnimu Foldu vsak Samsung svuj skladaci koncept vylepsil na vsech frontach. Pant je kompaktnejsi a odolnejsi, udrzi zarizeni rozevrene ve tvaru pismena L podobne jako u vecka Galaxy Z Flip, vnitrni displej obsahuje UTG sklo a vnejsi panel (lonsky sklizel posmesky za male rozmery) je daleko lepe pouzitelny.",1
"Ani tentokrat to neni bez chyb, vetsinu z drive vytykanych nedostatku si vsak Samsung vzal k srdci. Spickove vybavenemu smartphonu muzeme hardwarove vytknout jen absenci microSD karty. Vnejsi displej je pro zakladni ovladani dostatecny, takze Fold nemusite otevirat tak casto. A s tim jde ruku v ruce i vydrz na jedno nabiti. Ta je ramcove stejna jako u Galaxy Note20 Ultra. Pokud by mel Z Fold2 dotykove pero S Pen, nekolik nedostatku byste mu zrejme odpustili, ovsem po dopsani recenzi mame pro Samsung v rukavu hned nekolik vylepseni pro budouci skladaci hybridy. Cislem jedna je nizsi prodejni cena...",1
RECENZE: Sony Xperia 1 II - bez kompromisu. Tak to maji fanousci radi,1
Svebytny telefon pro narocne uzivatele,1
Prinasi vrchovatou vybavu bez kompromisu,1
"Ve zvuku a displeji exceluje, fotoaparat na spicku nestaci",1
"Sony po roce uvadi novy vlajkovy smartphone, ktery ve vetsi mire nez predchudce vyuziva expertizy a technologii ze sesterskych divizi japonske firmy - tyka se to zejmena obrazu, zvuku a fototechniky. I cislovani generaci uz zde probiha podle korporatnich zvyklosti rimskou cislici: Sony Xperia 1 II. To znamena, ze vyroba telefonu byla zcela integrovana do struktur Sony Corporation.",1
"Telefon opet miri na nejnarocnejsi uzivatele, kterym dokaze nabidnout nektere parametry, ktere u konkurence vubec nenajdou - napriklad jemny 4K OLED displej nebo podporu prostoroveho zvuku 360 Reality Audio pri poslechu do sluchatek. Pro masoveho uzivatele muze byt telefon naopak prilis slozity - tezko mu bude vyrobce vysvetlovat treba to, proc jsou v nem predinstalovany rovnou tri aplikace pro foto/video, misto obvykle jedine.",1
